516	774	0	0
518	777	0	0
520	780	0	0
522	783	0	0
524	786	0	0
526	789	0	0
528	792	0	0
530	795	0	0
532	798	0	0
534	801	0	0
536	804	0	0
538	807	0	0
540	810	0	0
542	813	0	0
544	816	0	0
546	819	0	0
548	822	0	0
550	825	0	0
552	828	0	0
554	831	0	0
556	834	0	0
558	837	0	0
560	840	0	0
562	843	0	0
564	846	0	0
566	849	0	0
568	852	0	0
570	855	0	0
572	858	0	0
574	861	0	0
576	864	0	0
578	867	0	0
580	870	0	0
582	873	0	0
584	876	0	0
586	879	0	0
588	882	0	0
590	885	0	0
592	888	0	0
594	891	0	0
596	894	0	0
598	897	0	0
600	900	0	0
602	903	0	0
604	906	0	0
606	909	0	0
608	912	0	0
610	915	0	0
612	918	0	0
614	921	0	0
616	924	0	0
618	927	0	0
620	930	0	0
622	933	0	0
624	936	0	0
626	939	0	0
628	942	0	0
630	945	0	0
632	948	0	0
634	951	0	0
636	954	0	0
638	957	0	0
640	960	0	0
642	963	0	0
644	966	0	0
646	969	0	0
648	972	0	0
650	975	0	0
652	978	0	0
654	981	0	0
656	984	0	0
658	987	0	0
660	990	0	0
662	993	0	0
664	996	0	0
666	999	0	0
668	1002	0	0
670	1005	0	0
672	1008	0	0
674	1011	0	0
676	1014	0	0
678	1017	0	0
680	1020	0	0
682	1023	0	0
684	1026	0	0
686	1029	0	0
688	1032	0	0
690	1035	0	0
692	1038	0	0
694	1041	0	0
696	1044	0	0
698	1047	0	0
700	1050	0	0
702	1053	0	0
704	1056	0	0
706	1059	0	0
708	1062	0	0
710	1065	0	0
712	1068	0	0
714	1071	0	0
716	1074	0	0
718	1077	0	0
720	1080	0	0
722	1083	0	0
724	1086	0	0
726	1089	0	0
728	1092	0	0
730	1095	0	0
732	1098	0	0
734	1101	0	0
736	1104	0	0
738	1107	0	0
740	1110	0	0
742	1113	0	0
744	1116	0	0
746	1119	0	0
748	1122	0	0
750	1125	0	0
752	1128	0	0
754	1131	0	0
756	1134	0	0
758	1137	0	0
760	1140	0	0
762	1143	0	0
764	1146	0	0
766	1149	0	0
768	1152	0	0
770	1155	0	0
772	1158	0	0
774	1161	0	0
776	1164	0	0
778	1167	0	0
780	1170	0	0
782	1173	0	0
784	1176	0	0
786	1179	0	0
788	1182	0	0
790	1185	0	0
792	1188	0	0
794	1191	0	0
796	1194	0	0
798	1197	0	0
800	1200	0	0
802	1203	0	0
804	1206	0	0
806	1209	0	0
808	1212	0	0
810	1215	0	0
812	1218	0	0
814	1221	0	0
816	1224	0	0
818	1227	0	0
820	1230	0	0
822	1233	0	0
824	1236	0	0
826	1239	0	0
828	1242	0	0
830	1245	0	0
832	1248	0	0
834	1251	0	0
836	1254	0	0
838	1257	0	0
840	1260	0	0
842	1263	0	0
844	1266	0	0
846	1269	0	0
848	1272	0	0
850	1275	0	0
852	1278	0	0
854	1281	0	0
856	1284	0	0
858	1287	0	0
860	1290	0	0
862	1293	0	0
864	1296	0	0
866	1299	0	0
868	1302	0	0
870	1305	0	0
872	1308	0	0
874	1311	0	0
876	1314	0	0
878	1317	0	0
880	1320	0	0
882	1323	0	0
884	1326	0	0
886	1329	0	0
888	1332	0	0
890	1335	0	0
892	1338	0	0
894	1341	0	0
896	1344	0	0
898	1347	0	0
900	1350	0	0
902	1353	0	0
904	1356	0	0
906	1359	0	0
908	1362	0	0
910	1365	0	0
912	1368	0	0
914	1371	0	0
916	1374	0	0
918	1377	0	0
920	1380	0	0
922	1383	0	0
924	1386	0	0
926	1389	0	0
928	1392	0	0
930	1395	0	0
932	1398	0	0
934	1401	0	0
936	1404	0	0
938	1407	0	0
940	1410	0	0
942	1413	0	0
944	1416	0	0
946	1419	0	0
948	1422	0	0
950	1425	0	0
952	1428	0	0
954	1431	0	0
956	1434	0	0
958	1437	0	0
960	1440	0	0
962	1443	0	0
964	1446	0	0
966	1449	0	0
968	1452	0	0
970	1455	0	0
972	1458	0	0
974	1461	0	0
976	1464	0	0
978	1467	0	0
980	1470	0	0
982	1473	0	0
984	1476	0	0
986	1479	0	0
988	1482	0	0
990	1485	0	0
992	1488	0	0
994	1491	0	0
996	1494	0	0
998	1497	0	0
1000	1500	0	0
1002	1503	0	0
1004	1506	0	0
1006	1509	0	0
1008	1512	0	0
1010	1515	0	0
1012	1518	0	0
1014	1521	0	0
1016	1524	0	0
1018	1527	0	0
1020	1530	0	0
1022	1533	0	0
1024	1536	0	0
1026	1539	0	0
1028	1542	0	0
1030	1545	0	0
1032	1548	0	0
1034	1551	0	0
1036	1554	0	0
1038	1557	0	0
1040	1560	0	0
1042	1563	0	0
1044	1566	0	0
1046	1569	0	0
1048	1572	0	0
1050	1575	0	0
1052	1578	0	0
1054	1581	0	0
1056	1584	0	0
1058	1587	0	0
1060	1590	0	0
1062	1593	0	0
1064	1596	0	0
1066	1599	0	0
1068	1602	0	0
1070	1605	0	0
1072	1608	0	0
1074	1611	0	0
1076	1614	0	0
1078	1617	0	0
1080	1620	0	0
1082	1623	0	0
1084	1626	0	0
1086	1629	0	0
1088	1632	0	0
1090	1635	0	0
1092	1638	0	0
1094	1641	0	0
1096	1644	0	0
1098	1647	0	0
1100	1650	0	0
1102	1653	0	0
1104	1656	0	0
1106	1659	0	0
1108	1662	0	0
1110	1665	0	0
1112	1668	0	0
1114	1671	0	0
1116	1674	0	0
1118	1677	0	0
1120	1680	0	0
1122	1683	0	0
1124	1686	0	0
1126	1689	0	0
1128	1692	0	0
1130	1695	0	0
1132	1698	0	0
1134	1701	0	0
1136	1704	0	0
1138	1707	0	0
1140	1710	0	0
1142	1713	0	0
1144	1716	0	0
1146	1719	0	0
1148	1722	0	0
1150	1725	0	0
1152	1728	0	0
1154	1731	0	0
1156	1734	0	0
1158	1737	0	0
1160	1740	0	0
1162	1743	0	0
1164	1746	0	0
1166	1749	0	0
1168	1752	0	0
1170	1755	0	0
1172	1758	0	0
1174	1761	0	0
1176	1764	0	0
1178	1767	0	0
1180	1770	0	0
1182	1773	0	0
1184	1776	0	0
1186	1779	0	0
1188	1782	0	0
1190	1785	0	0
1192	1788	0	0
1194	1791	0	0
1196	1794	0	0
1198	1797	0	0
1200	1800	0	0
1202	1803	0	0
1204	1806	0	0
1206	1809	0	0
1208	1812	0	0
1210	1815	0	0
1212	1818	0	0
1214	1821	0	0
1216	1824	0	0
1218	1827	0	0
1220	1830	0	0
1222	1833	0	0
1224	1836	0	0
1226	1839	0	0
1228	1842	0	0
1230	1845	0	0
1232	1848	0	0
1234	1851	0	0
1236	1854	0	0
1238	1857	0	0
1240	1860	0	0
1242	1863	0	0
1244	1866	0	0
1246	1869	0	0
1248	1872	0	0
1250	1875	0	0
1252	1878	0	0
1254	1881	0	0
1256	1884	0	0
1258	1887	0	0
1260	1890	0	0
1262	1893	0	0
1264	1896	0	0
1266	1899	0	0
1268	1902	0	0
1270	1905	0	0
1272	1908	0	0
1274	1911	0	0
1276	1914	0	0
1278	1917	0	0
1280	1920	0	0
1282	1923	0	0
1284	1926	0	0
1286	1929	0	0
1288	1932	0	0
1290	1935	0	0
1292	1938	0	0
1294	1941	0	0
1296	1944	0	0
1298	1947	0	0
1300	1950	0	0
1302	1953	0	0
1304	1956	0	0
1306	1959	0	0
1308	1962	0	0
1310	1965	0	0
1312	1968	0	0
1314	1971	0	0
1316	1974	0	0
1318	1977	0	0
1320	1980	0	0
1322	1983	0	0
1324	1986	0	0
1326	1989	0	0
1328	1992	0	0
1330	1995	0	0
1332	1998	0	0
1334	2001	0	0
1336	2004	0	0
1338	2007	0	0
1340	2010	0	0
1342	2013	0	0
1344	2016	0	0
1346	2019	0	0
1348	2022	0	0
1350	2025	0	0
1352	2028	0	0
1354	2031	0	0
1356	2034	0	0
1358	2037	0	0
1360	2040	0	0
1362	2043	0	0
1364	2046	0	0
1366	2049	0	0
1368	2052	0	0
1370	2055	0	0
1372	2058	0	0
1374	2061	0	0
1376	2064	0	0
1378	2067	0	0
1380	2070	0	0
1382	2073	0	0
1384	2076	0	0
1386	2079	0	0
1388	2082	0	0
1390	2085	0	0
1392	2088	0	0
1394	2091	0	0
1396	2094	0	0
1398	2097	0	0
1400	2100	0	0
1402	2103	0	0
1404	2106	0	0
1406	2109	0	0
1408	2112	0	0
1410	2115	0	0
1412	2118	0	0
1414	2121	0	0
1416	2124	0	0
1418	2127	0	0
1420	2130	0	0
1422	2133	0	0
1424	2136	0	0
1426	2139	0	0
1428	2142	0	0
1430	2145	0	0
1432	2148	0	0
1434	2151	0	0
1436	2154	0	0
1438	2157	0	0
1440	2160	0	0
1442	2163	0	0
1444	2166	0	0
1446	2169	0	0
1448	2172	0	0
1450	2175	0	0
1452	2178	0	0
1454	2181	0	0
1456	2184	0	0
1458	2187	0	0
1460	2190	0	0
1462	2193	0	0
1464	2196	0	0
1466	2199	0	0
1468	2202	0	0
1470	2205	0	0
1472	2208	0	0
1474	2211	0	0
1476	2214	0	0
1478	2217	0	0
1480	2220	0	0
1482	2223	0	0
1484	2226	0	0
1486	2229	0	0
1488	2232	0	0
1490	2235	0	0
1492	2238	0	0
1494	2241	0	0
1496	2244	0	0
1498	2247	0	0
1500	2250	0	0
1502	2253	0	0
1504	2256	0	0
1506	2259	0	0
1508	2262	0	0
1510	2265	0	0
1512	2268	0	0
1514	2271	0	0
1516	2274	0	0
1518	2277	0	0
1520	2280	0	0
1522	2283	0	0
1524	2286	0	0
1526	2289	0	0
1528	2292	0	0
1530	2295	0	0
1532	2298	0	0
1534	2301	0	0
1536	2304	0	0
1538	2307	0	0
1540	2310	0	0
1542	2313	0	0
1544	2316	0	0
1546	2319	0	0
1548	2322	0	0
1550	2325	0	0
1552	2328	0	0
1554	2331	0	0
1556	2334	0	0
1558	2337	0	0
1560	2340	0	0
1562	2343	0	0
1564	2346	0	0
1566	2349	0	0
1568	2352	0	0
1570	2355	0	0
1572	2358	0	0
1574	2361	0	0
1576	2364	0	0
1578	2367	0	0
1580	2370	0	0
1582	2373	0	0
1584	2376	0	0
1586	2379	0	0
1588	2382	0	0
1590	2385	0	0
1592	2388	0	0
1594	2391	0	0
1596	2394	0	0
1598	2397	0	0
1600	2400	0	0
1602	2403	0	0
1604	2406	0	0
1606	2409	0	0
1608	2412	0	0
1610	2415	0	0
1612	2418	0	0
1614	2421	0	0
1616	2424	0	0
1618	2427	0	0
1620	2430	0	0
1622	2433	0	0
1624	2436	0	0
1626	2439	0	0
1628	2442	0	0
1630	2445	0	0
1632	2448	0	0
1634	2451	0	0
1636	2454	0	0
1638	2457	0	0
1640	2460	0	0
1642	2463	0	0
1644	2466	0	0
1646	2469	0	0
1648	2472	0	0
1650	2475	0	0
1652	2478	0	0
1654	2481	0	0
1656	2484	0	0
1658	2487	0	0
1660	2490	0	0
1662	2493	0	0
1664	2496	0	0
1666	2499	0	0
1668	2502	0	0
1670	2505	0	0
1672	2508	0	0
1674	2511	0	0
1676	2514	0	0
1678	2517	0	0
1680	2520	0	0
1682	2523	0	0
1684	2526	0	0
1686	2529	0	0
1688	2532	0	0
1690	2535	0	0
1692	2538	0	0
1694	2541	0	0
1696	2544	0	0
1698	2547	0	0
1700	2550	0	0
1702	2553	0	0
1704	2556	0	0
1706	2559	0	0
1708	2562	0	0
1710	2565	0	0
1712	2568	0	0
1714	2571	0	0
1716	2574	0	0
1718	2577	0	0
1720	2580	0	0
1722	2583	0	0
1724	2586	0	0
1726	2589	0	0
1728	2592	0	0
1730	2595	0	0
1732	2598	0	0
1734	2601	0	0
1736	2604	0	0
1738	2607	0	0
1740	2610	0	0
1742	2613	0	0
1744	2616	0	0
1746	2619	0	0
1748	2622	0	0
1750	2625	0	0
1752	2628	0	0
1754	2631	0	0
1756	2634	0	0
1758	2637	0	0
1760	2640	0	0
1762	2643	0	0
1764	2646	0	0
1766	2649	0	0
1768	2652	0	0
1770	2655	0	0
1772	2658	0	0
1774	2661	0	0
1776	2664	0	0
1778	2667	0	0
1780	2670	0	0
1782	2673	0	0
1784	2676	0	0
1786	2679	0	0
1788	2682	0	0
1790	2685	0	0
1792	2688	0	0
1794	2691	0	0
1796	2694	0	0
1798	2697	0	0
1800	2700	0	0
1802	2703	0	0
1804	2706	0	0
1806	2709	0	0
1808	2712	0	0
1810	2715	0	0
1812	2718	0	0
1814	2721	0	0
1816	2724	0	0
1818	2727	0	0
1820	2730	0	0
1822	2733	0	0
1824	2736	0	0
1826	2739	0	0
1828	2742	0	0
1830	2745	0	0
1832	2748	0	0
1834	2751	0	0
1836	2754	0	0
1838	2757	0	0
1840	2760	0	0
1842	2763	0	0
1844	2766	0	0
1846	2769	0	0
1848	2772	0	0
1850	2775	0	0
1852	2778	0	0
1854	2781	0	0
1856	2784	0	0
1858	2787	0	0
1860	2790	0	0
1862	2793	0	0
1864	2796	0	0
1866	2799	0	0
1868	2802	0	0
1870	2805	0	0
1872	2808	0	0
1874	2811	0	0
1876	2814	0	0
1878	2817	0	0
1880	2820	0	0
1882	2823	0	0
1884	2826	0	0
1886	2829	0	0
1888	2832	0	0
1890	2835	0	0
1892	2838	0	0
1894	2841	0	0
1896	2844	0	0
1898	2847	0	0
1900	2850	0	0
1902	2853	0	0
1904	2856	0	0
1906	2859	0	0
1908	2862	0	0
1910	2865	0	0
1912	2868	0	0
1914	2871	0	0
1916	2874	0	0
1918	2877	0	0
1920	2880	0	0
1922	2883	0	0
1924	2886	0	0
1926	2889	0	0
1928	2892	0	0
1930	2895	0	0
1932	2898	0	0
1934	2901	0	0
1936	2904	0	0
1938	2907	0	0
1940	2910	0	0
1942	2913	0	0
1944	2916	0	0
1946	2919	0	0
1948	2922	0	0
1950	2925	0	0
1952	2928	0	0
1954	2931	0	0
1956	2934	0	0
1958	2937	0	0
1960	2940	0	0
1962	2943	0	0
1964	2946	0	0
1966	2949	0	0
1968	2952	0	0
1970	2955	0	0
1972	2958	0	0
1974	2961	0	0
1976	2964	0	0
1978	2967	0	0
1980	2970	0	0
1982	2973	0	0
1984	2976	0	0
1986	2979	0	0
1988	2982	0	0
1990	2985	0	0
1992	2988	0	0
1994	2991	0	0
1996	2994	0	0
1998	2997	0	0
